SpeciesName,month,year,stateProvince,decimalLatitude,decimalLongitude
Common Sandpiper,3,1999,Victoria,-38.4029,142.5629
Common Sandpiper,3,1990,Victoria,-38.0656,144.4085
Common Sandpiper,12,2000,Victoria,-37.9817,144.6619
Common Sandpiper,3,1979,Victoria,-37.9151,145.2513
Common Sandpiper,3,1978,Victoria,-38.4151,142.418
Common Sandpiper,12,1995,Victoria,-37.9998,144.4108
Common Sandpiper,12,1999,Victoria,-38.3815,142.235
Common Sandpiper,12,1978,Victoria,-37.7485,142.2513
Common Sandpiper,12,1979,Victoria,-38.2485,144.5846
Common Sandpiper,3,2009,Victoria,-38.0956,141.086
Common Sandpiper,,,Victoria,-37.9985,144.8346
Common Sandpiper,3,1998,Victoria,-38.3897,142.2329
Common Sandpiper,,,Victoria,-38.0651,147.7679
Common Sandpiper,9,2005,Victoria,-38.0651,145.1679
Common Sandpiper,3,1977,Victoria,-37.9151,145.0846
Common Sandpiper,,,Victoria,-37.5817,149.7512
Common Sandpiper,3,1997,Victoria,-38.3945,142.202
Common Sandpiper,12,1977,Victoria,-37.9151,145.0846
Common Sandpiper,12,1981,Victoria,-38.2068,145.3763
Common Sandpiper,12,2006,Victoria,-38.3257,145.1896
Common Sandpiper,3,2017,Victoria,-37.4399,144.9981
Common Sandpiper,12,2017,Victoria,-38.561,142.0944
Common Sandpiper,3,1975,Victoria,-38.4694,145.4055
Common Sandpiper,12,1981,Victoria,-38.2485,144.5846
Common Sandpiper,12,1977,Victoria,-38.0818,141.0847
Common Sandpiper,12,1976,Victoria,-38.2068,145.3763
Common Sandpiper,12,1978,Victoria,-38.2485,141.7513
Common Sandpiper,6,1978,Victoria,-38.4152,141.5847
Common Sandpiper,3,1976,Victoria,-37.9984,145.1679
Common Sandpiper,,,Victoria,-37.5817,149.7512
Common Sandpiper,12,1980,Victoria,-38.2485,144.5846
Common Sandpiper,12,1997,Victoria,-37.8602,144.859
Common Sandpiper,3,1975,Victoria,-38.1651,145.1679
Common Sandpiper,9,2006,Victoria,-37.9849,144.6615
Common Sandpiper,12,1981,Victoria,-36.5818,146.5846
Common Sandpiper,9,1981,Victoria,-38.4152,141.5847
Common Sandpiper,3,1975,Victoria,-38.3721,145.2221
Common Sandpiper,3,1980,Victoria,-38.2485,144.7513
Common Sandpiper,12,2017,Victoria,-37.7597,148.788
Common Sandpiper,12,1977,Victoria,-36.9152,141.2513
Common Sandpiper,9,2000,Victoria,-38.3519,142.3066
Common Sandpiper,12,1987,Victoria,-38.5341,143.9745
Common Sandpiper,12,1980,Victoria,-38.0818,145.2513
Common Sandpiper,12,1979,Victoria,-38.2485,144.5846
Common Sandpiper,12,2018,Victoria,-38.3802,142.2414
Common Sandpiper,12,1999,Victoria,-38.0492,141.0088
Common Sandpiper,12,1992,Victoria,-38.3151,145.2013
Common Sandpiper,12,2018,Victoria,-38.561,142.0944
Common Sandpiper,3,1983,Victoria,-38.0709,145.172
Common Sandpiper,12,1977,Victoria,-37.5818,144.5846
Common Sandpiper,1,1950,Victoria,-37.8544,144.8387
Common Sandpiper,12,1978,Victoria,-38.2485,144.5846
Common Sandpiper,12,2018,Victoria,-38.3802,142.2414
Common Sandpiper,3,1977,Victoria,-38.0402,141.043
Common Sandpiper,9,1989,Victoria,-38.2068,145.3763
Common Sandpiper,3,1962,New South Wales,-34.1651,142.1679
Common Sandpiper,12,2018,Victoria,-37.8981,144.7799
Common Sandpiper,9,1980,Victoria,-38.2485,144.5846
Common Sandpiper,1,1928,Victoria,-38.4985,142.5013
Common Sandpiper,9,1979,Victoria,-38.2485,144.5846
Common Sandpiper,12,2017,Victoria,-37.8981,144.7799
Common Sandpiper,,,Victoria,-37.9151,147.7512
Common Sandpiper,12,1974,Victoria,-38.3818,145.2679
Common Sandpiper,3,1993,Victoria,-38.3878,142.2409
Common Sandpiper,12,2018,Victoria,-37.8981,144.7799
Common Sandpiper,6,1977,Victoria,-38.2485,144.5846
Common Sandpiper,3,1979,Victoria,-38.2485,144.418
Common Sandpiper,12,1980,Victoria,-38.0818,144.5846
Common Sandpiper,3,2019,Victoria,-37.8981,144.7799
Common Sandpiper,3,2019,Victoria,-37.5573,145.1372
Common Sandpiper,3,1988,Victoria,-38.1543,144.42
Common Sandpiper,12,2017,Victoria,-38.464,145.3026
Common Sandpiper,3,2019,Victoria,-37.8981,144.7799
Common Sandpiper,3,1988,Victoria,-36.7106,144.2622
Common Sandpiper,9,1987,Victoria,-38.4688,145.4063
Common Sandpiper,12,2000,Victoria,-38.0645,145.1688
Common Sandpiper,12,2017,Victoria,-38.464,145.3026
Common Sandpiper,12,2018,Victoria,-38.3889,142.2423
Common Sandpiper,9,2018,Victoria,-38.3885,142.2411
Common Sandpiper,9,2016,Victoria,-38.0761,144.4326
Common Sandpiper,6,1978,Victoria,-37.7484,148.5846
Common Sandpiper,9,1979,Victoria,-38.2485,144.5846
Common Sandpiper,4,1993,Victoria,-38.2318,145.4846
Common Sandpiper,,,Victoria,-37.8318,145.0013
Common Sandpiper,9,2017,Victoria,-38.464,145.3026
Common Sandpiper,3,1975,Victoria,-38.3721,145.2221
Common Sandpiper,3,1977,Victoria,-38.6401,146.6596
Common Sandpiper,3,2007,Victoria,-38.0666,145.1666
Common Sandpiper,,,Victoria,-37.5817,149.7512
Common Sandpiper,9,1980,Victoria,-38.4152,141.5847
Common Sandpiper,12,2016,Victoria,-38.4289,144.181
Common Sandpiper,9,2005,Victoria,-38.6568,145.8089
Common Sandpiper,9,1976,Victoria,-38.3318,145.5013
Common Sandpiper,1,1993,Victoria,-37.7752,148.5166
Common Sandpiper,12,1991,Victoria,-38.2068,145.3763
Common Sandpiper,12,1981,Victoria,-38.2485,144.5846
Common Sandpiper,,,Victoria,-37.5817,149.7512
Common Sandpiper,9,1978,Victoria,-38.0818,141.0847
Common Sandpiper,3,2007,Victoria,-38.3166,142.0638
Common Sandpiper,,,Victoria,-37.8318,145.0013
Common Sandpiper,12,1974,Victoria,-38.3151,145.2013
Common Sandpiper,1,1977,Victoria,-38.6234,146.6263
Common Sandpiper,3,1974,Victoria,-38.2068,145.3763
Common Sandpiper,12,2008,Victoria,-38.5061,145.158
Common Sandpiper,3,1992,Victoria,-38.3878,142.2409
Common Sandpiper,3,2017,Victoria,-37.8644,144.9658
Common Sandpiper,3,2007,Victoria,-37.7825,144.9408
Common Sandpiper,12,1978,Victoria,-36.7485,144.2513
Common Sandpiper,3,1980,Victoria,-38.2485,144.5846
Common Sandpiper,9,2018,Victoria,-38.3788,142.2394
Common Sandpiper,3,2019,Victoria,-37.8981,144.7799
Common Sandpiper,12,1991,Victoria,-38.0482,147.4634
Common Sandpiper,12,1962,Victoria,-38.1318,141.1013
Common Sandpiper,12,2003,Victoria,-37.848,147.8145
Common Sandpiper,12,2017,Victoria,-38.464,145.3026
Common Sandpiper,3,1989,Victoria,-36.7106,144.2645
Common Sandpiper,12,1981,Victoria,-38.2485,144.5846
Common Sandpiper,12,2018,Victoria,-38.3788,142.2394
Common Sandpiper,4,1984,Victoria,-34.3568,142.0263
Common Sandpiper,12,2017,Victoria,-38.3819,142.2311
Common Sandpiper,9,2006,Victoria,-37.8297,144.898
Common Sandpiper,3,2019,Victoria,-37.8981,144.7799
Common Sandpiper,9,1975,Victoria,-38.5151,145.3513
Common Sandpiper,12,2017,Victoria,-38.3889,142.2423
Common Sandpiper,12,2007,Victoria,-38.0666,145.1666
Common Sandpiper,12,2018,Victoria,-37.8981,144.7799
Common Sandpiper,1,1999,Victoria,-38.0638,145.1768
Common Sandpiper,9,2000,Victoria,-37.7813,149.3092
Common Sandpiper,3,2007,Victoria,-38.5,145.15
Common Sandpiper,12,2018,Victoria,-37.8981,144.7799
Common Sandpiper,3,2001,Victoria,-38.6336,145.7506
Common Sandpiper,12,1991,Victoria,-38.2151,145.3179
Common Sandpiper,3,1981,Victoria,-38.2485,144.5846
Common Sandpiper,3,2019,Victoria,-37.8563,144.853
Common Sandpiper,1,1980,Victoria,-38.2485,144.7513
Common Sandpiper,12,2018,Victoria,-38.3819,142.2311
Common Sandpiper,1,1985,Victoria,-35.5901,143.7763
Common Sandpiper,9,1977,Victoria,-38.0818,141.0847
Common Sandpiper,12,1985,Victoria,-36.6846,144.3102
Common Sandpiper,12,1979,Victoria,-38.2485,144.418
Common Sandpiper,9,2014,Victoria,-38.3002,144.3743
Common Sandpiper,6,2018,Victoria,-37.7999,148.7414
Common Sandpiper,4,1978,Victoria,-38.2485,144.7513
Common Sandpiper,3,2019,Victoria,-37.8981,144.7799
Common Sandpiper,4,1999,Victoria,-38.3532,141.6017
Common Sandpiper,9,2017,Victoria,-38.6724,145.7986
Common Sandpiper,3,1980,Victoria,-38.2485,144.5846
Common Sandpiper,3,1988,Victoria,-38.1515,144.4226
Common Sandpiper,12,2007,Victoria,-38.0666,145.1666
Common Sandpiper,9,1993,Victoria,-37.8276,144.902
Common Sandpiper,4,1972,Victoria,-38.2177,145.3511
Common Sandpiper,3,2019,Victoria,-37.8981,144.7799
Common Sandpiper,10,1999,Victoria,-38.3532,141.6017
Common Sandpiper,9,2017,Victoria,-38.464,145.3026
Common Sandpiper,12,1999,Victoria,-38.6479,143.0853
Common Sandpiper,3,1995,Victoria,-38.1523,144.4214
Common Sandpiper,6,1978,Victoria,-38.4526,145.5782
Common Sandpiper,3,2001,Victoria,-38.0645,145.1688
Common Sandpiper,10,2016,Victoria,-38.5959,143.9191
Common Sandpiper,9,2018,Victoria,-38.3889,142.2423
Common Sandpiper,12,1980,Victoria,-37.9151,144.7513
Common Sandpiper,3,1974,Victoria,-38.2734,145.3263
Common Sandpiper,1,1977,Victoria,-37.6651,150.0012
Common Sandpiper,9,1979,Victoria,-38.2234,145.3096
Common Sandpiper,9,1980,Victoria,-38.2485,144.7513
Common Sandpiper,9,1990,Victoria,-38.2621,144.6701
Common Sandpiper,7,1975,Victoria,-37.9984,145.1679
Common Sandpiper,9,2004,Victoria,-38.6568,145.8089
Common Sandpiper,10,1981,Victoria,-38.3068,145.3096
Common Sandpiper,12,1991,Victoria,-38.0391,147.4633
Common Sandpiper,10,1988,Victoria,-37.8257,144.8975
Common Sandpiper,1,1974,Victoria,-38.4985,142.5013
Common Sandpiper,12,1986,Victoria,-38.2068,145.3763
Common Sandpiper,12,2018,Victoria,-38.3889,142.2423
Common Sandpiper,9,1983,Victoria,-38.3922,145.3919
Common Sandpiper,12,1978,Victoria,-38.5151,145.3513
Common Sandpiper,1,2017,Victoria,-37.9979,144.5917
Common Sandpiper,,,Victoria,-37.9151,147.7512
Common Sandpiper,,,Victoria,-38.4151,144.0846
Common Sandpiper,3,2017,Victoria,-37.5573,145.1372
Common Sandpiper,12,1990,Victoria,-38.2068,145.3763
Common Sandpiper,12,1976,Victoria,-38.3818,145.2013
Common Sandpiper,4,1981,Victoria,-38.2485,144.5846
Common Sandpiper,,,Victoria,-37.9151,147.7512
Common Sandpiper,12,1999,Victoria,-38.0645,145.1688
Common Sandpiper,12,1978,Victoria,-38.5151,145.3513
Common Sandpiper,3,2018,Victoria,-37.5573,145.1372
Common Sandpiper,10,1999,Victoria,-38.0537,141.011
Common Sandpiper,12,2018,Victoria,-38.3125,145.1905
Common Sandpiper,,,Victoria,-37.8318,145.0013
Common Sandpiper,10,2012,Victoria,-37.62,142.856
Common Sandpiper,,,Victoria,-37.9151,147.7512
Common Sandpiper,1,1999,Victoria,-38.3532,141.6017
Common Sandpiper,12,2017,Victoria,-38.464,145.3026
Common Sandpiper,12,1978,Victoria,-38.2902,141.793
Common Sandpiper,10,2018,Victoria,-38.4882,145.4352
Common Sandpiper,12,1980,Victoria,-38.0818,141.0847
Common Sandpiper,3,2004,Victoria,-38.6568,145.8089
Common Sandpiper,9,2018,Victoria,-38.3819,142.2311
Common Sandpiper,3,2019,Victoria,-37.5573,145.1372
Common Sandpiper,10,1981,Victoria,-37.9151,144.9179
Common Sandpiper,9,2001,Victoria,-38.2656,144.4928
Common Sandpiper,1,1967,Victoria,-38.6651,143.0513
Common Sandpiper,4,2017,Victoria,-35.6742,143.7298
Common Sandpiper,3,1982,New South Wales,-34.1676,142.0814
Common Sandpiper,,,Victoria,-38.4151,144.0846
Common Sandpiper,,,Victoria,-37.9985,144.7513
Common Sandpiper,3,2018,Victoria,-37.5573,145.1372
Common Sandpiper,9,2017,Victoria,-38.5758,145.5109
Common Sandpiper,9,1980,Victoria,-38.0818,144.5846
Common Sandpiper,1,2017,Victoria,-37.9979,144.5917
Common Sandpiper,1,1980,Victoria,-38.2353,145.3165
Common Sandpiper,12,2017,Victoria,-38.0493,141.006
Common Sandpiper,9,1974,Victoria,-38.4151,145.4346
Common Sandpiper,,,Victoria,-37.8318,145.0013
Common Sandpiper,3,1977,Victoria,-38.4152,142.0847
Common Sandpiper,12,2018,Victoria,-38.3819,142.2311
Common Sandpiper,12,1987,Victoria,-38.0709,145.172
Common Sandpiper,1,2017,Victoria,-37.9979,144.5917
Common Sandpiper,4,1984,Victoria,-38.2151,145.3179
Common Sandpiper,1,1977,Victoria,-38.5818,143.5846
Common Sandpiper,1,2014,Victoria,-36.6906,144.304
Common Sandpiper,1,1977,Victoria,-38.6234,146.7096
Common Sandpiper,1,2017,Victoria,-37.9028,144.7793
Common Sandpiper,9,2018,Victoria,-38.3889,142.2423
Common Sandpiper,12,2017,Victoria,-38.3819,142.2311
Common Sandpiper,1,2010,Victoria,-37.9849,144.6615
Common Sandpiper,4,1987,Victoria,-38.2151,145.3179
Common Sandpiper,10,2017,Victoria,-38.561,142.0944
Common Sandpiper,1,1984,Victoria,-35.4985,143.6679
Common Sandpiper,1,2019,Victoria,-37.9028,144.7793
Common Sandpiper,1,2000,Victoria,-38.3532,141.6017
Common Sandpiper,12,2018,Victoria,-38.7644,143.6667
Common Sandpiper,9,2018,Victoria,-38.3819,142.2311
Common Sandpiper,1,2018,Victoria,-37.4311,143.706
Common Sandpiper,1,2008,Victoria,-38.0666,145.1666
Common Sandpiper,1,2000,Victoria,-38.6729,145.8005
Common Sandpiper,10,1981,Victoria,-38.2485,144.7513
Common Sandpiper,3,1989,Victoria,-36.7101,144.2421
Common Sandpiper,10,2006,Victoria,-37.0297,143.7433
Common Sandpiper,12,1964,Victoria,-38.0902,141.0597
Common Sandpiper,12,1978,Victoria,-36.7485,144.2513
Common Sandpiper,1,2016,Victoria,-38.3045,144.3677
Common Sandpiper,4,1978,Victoria,-38.2485,144.5846
Common Sandpiper,1,1976,Victoria,-38.1651,145.1679
Common Sandpiper,1,1974,Victoria,-38.3984,145.2846
Common Sandpiper,12,1991,Victoria,-37.7778,148.5302
Common Sandpiper,4,1978,Victoria,-37.7484,144.9179
Common Sandpiper,12,1964,Victoria,-38.0902,141.0597
Common Sandpiper,12,1977,Victoria,-38.2485,144.418
Common Sandpiper,4,1972,Victoria,-38.1651,145.1679
Common Sandpiper,1,1979,Victoria,-38.2485,144.5846
Common Sandpiper,1,1975,Victoria,-37.9387,144.3788
Common Sandpiper,1,1973,New South Wales,-35.8568,145.6096
Common Sandpiper,9,1979,Victoria,-38.2485,144.2513
Common Sandpiper,1,2017,Victoria,-38.3052,144.377
Common Sandpiper,10,1981,Victoria,-38.2485,144.7513
Common Sandpiper,3,2003,Victoria,-38.6568,145.8089
Common Sandpiper,1,1981,Victoria,-38.3734,145.5429
Common Sandpiper,10,1980,Victoria,-38.2485,144.5846
Common Sandpiper,12,1981,Victoria,-37.9151,144.7513
Common Sandpiper,1,2019,Victoria,-38.3022,145.195
Common Sandpiper,3,1977,Victoria,-38.0818,141.0847
Common Sandpiper,1,2011,Victoria,-37.9812,144.6636
Common Sandpiper,10,2017,Victoria,-37.859,144.8671
Common Sandpiper,,,Victoria,-34.1651,142.0013
Common Sandpiper,1,2017,Victoria,-38.1553,144.5519
Common Sandpiper,1,2008,Victoria,-38.0666,145.1666
Common Sandpiper,12,1991,Victoria,-38.0482,147.4634
Common Sandpiper,1,1965,Victoria,-38.1651,145.1679
Common Sandpiper,3,2007,Victoria,-38.5061,145.158
Common Sandpiper,1,2017,Victoria,-37.9979,144.5917
Common Sandpiper,1,1980,Victoria,-38.3735,145.1263
Common Sandpiper,10,1995,Victoria,-37.9998,144.4108
Common Sandpiper,10,1992,Victoria,-37.7545,142.2177
Common Sandpiper,1,1980,Victoria,-38.3401,145.2096
Common Sandpiper,4,1984,Victoria,-38.2068,145.3763
Common Sandpiper,1,1972,Victoria,-37.9568,145.2929
Common Sandpiper,3,1978,Victoria,-37.9151,144.7513
Common Sandpiper,1,2017,Victoria,-37.9979,144.5917
Common Sandpiper,1,2012,Victoria,-37.9849,144.6615
Common Sandpiper,6,1979,Victoria,-38.2485,144.2513
Common Sandpiper,4,2001,Victoria,-38.2629,144.4941
Common Sandpiper,1,2019,Victoria,-37.8981,144.7799
Common Sandpiper,1,2009,Victoria,-37.9849,144.6615
Common Sandpiper,10,2018,Victoria,-37.8608,144.875
Common Sandpiper,10,1998,Victoria,-38.5777,145.5117
Common Sandpiper,1,2019,Victoria,-37.7945,148.5354
Common Sandpiper,1,1978,Victoria,-38.4151,142.5847
Common Sandpiper,1,1977,Victoria,-38.0057,144.5587
Common Sandpiper,10,1988,Victoria,-38.2666,144.5385
Common Sandpiper,1,1970,Victoria,-37.8544,144.8387
Common Sandpiper,1,1981,Victoria,-38.2485,144.7513
Common Sandpiper,1,1971,Victoria,-37.9985,141.8347
Common Sandpiper,12,1999,Victoria,-36.6889,141.9399
Common Sandpiper,1,1950,Victoria,-37.8735,144.8929
Common Sandpiper,1,1981,Victoria,-38.3734,145.2929
Common Sandpiper,,,Victoria,-37.9151,147.7512
Common Sandpiper,4,2019,Victoria,-37.8708,144.8248
Common Sandpiper,10,1998,Victoria,-38.3532,141.6017
Common Sandpiper,1,2019,Victoria,-37.7945,148.5354
Common Sandpiper,1,2011,Victoria,-37.9849,144.6615
Common Sandpiper,3,2016,Victoria,-38.3002,144.3743
Common Sandpiper,1,2014,Victoria,-38.2923,144.3863
Common Sandpiper,1,2017,Victoria,-37.9979,144.5917
Common Sandpiper,10,1998,Victoria,-38.3981,142.5124
Common Sandpiper,4,2019,Victoria,-37.8708,144.8248
Common Sandpiper,10,1996,Victoria,-37.8602,144.859
Common Sandpiper,1,2008,Victoria,-37.9849,144.6615
Common Sandpiper,10,1974,Victoria,-38.4985,142.168
Common Sandpiper,9,2008,Victoria,-37.8563,144.9347
Common Sandpiper,1,1977,Victoria,-37.7485,142.2513
Common Sandpiper,4,1979,Victoria,-38.2068,145.3763
Common Sandpiper,1,2011,Victoria,-37.9812,144.6636
Common Sandpiper,1,1977,Victoria,-38.0818,144.418
Common Sandpiper,10,1996,Victoria,-37.8602,144.859
Common Sandpiper,6,1931,Victoria,-37.9985,145.0013
Common Sandpiper,10,2018,Victoria,-37.8563,144.853
Common Sandpiper,9,2017,Victoria,-38.464,145.3026
Common Sandpiper,10,1986,Victoria,-38.0401,144.543
Common Sandpiper,10,2007,Victoria,-37.7938,148.5294
Common Sandpiper,12,1977,Victoria,-37.9151,144.7513
Common Sandpiper,10,2017,Victoria,-38.5194,142.1528
Common Sandpiper,1,1993,Victoria,-38.1543,144.42
Common Sandpiper,12,1978,Victoria,-38.5818,145.2513
Common Sandpiper,1,1977,Victoria,-38.0818,141.0847
Common Sandpiper,3,1979,Victoria,-38.0818,144.5846
Common Sandpiper,4,1980,Victoria,-38.2485,144.5846
Common Sandpiper,10,1978,Victoria,-38.2484,145.4179
Common Sandpiper,10,2018,Victoria,-38.3889,142.2423
Common Sandpiper,11,1980,Victoria,-37.9151,144.9179
Common Sandpiper,1,2001,Victoria,-38.5794,145.5105
Common Sandpiper,9,2018,Victoria,-38.3889,142.2423
Common Sandpiper,7,1989,Victoria,-37.9023,144.8009
Common Sandpiper,12,1991,Victoria,-38.0391,147.4633
Common Sandpiper,10,2017,Victoria,-38.464,145.3026
Common Sandpiper,1,1981,Victoria,-38.2485,144.5846
Common Sandpiper,1,1978,Victoria,-38.286,145.0981
Common Sandpiper,2,1987,Victoria,-37.9068,147.7429
Common Sandpiper,1,1977,Victoria,-38.4152,142.2513
Common Sandpiper,9,2017,Victoria,-38.3889,142.2423
Common Sandpiper,1,1961,Victoria,-38.4985,142.3347
Common Sandpiper,9,2017,Victoria,-37.8981,144.7799
Common Sandpiper,10,2017,Victoria,-38.464,145.3026
Common Sandpiper,1,2001,Victoria,-37.9801,144.6734
Common Sandpiper,10,2018,Victoria,-38.3819,142.2311
Common Sandpiper,11,2000,Victoria,-38.3532,141.6017
Common Sandpiper,1,1977,Victoria,-38.4152,142.2513
Common Sandpiper,12,1980,Victoria,-37.5818,144.9179
Common Sandpiper,10,2010,Victoria,-37.9975,144.6259
Common Sandpiper,1,2019,Victoria,-38.3919,142.2396
Common Sandpiper,1,1981,Victoria,-38.3734,145.2096
Common Sandpiper,10,1973,Victoria,-38.4846,145.4253
Common Sandpiper,10,2018,Victoria,-38.3819,142.2311
Common Sandpiper,2,1992,Victoria,-38.1528,144.4209
Common Sandpiper,1,1960,Victoria,-35.8318,144.1679
Common Sandpiper,1,1976,Victoria,-38.3484,145.2179
Common Sandpiper,10,2014,Victoria,-38.3002,144.3743
Common Sandpiper,1,2017,Victoria,-37.9979,144.5917
Common Sandpiper,4,1989,Victoria,-38.763,143.6721
Common Sandpiper,4,1982,Victoria,-38.2901,144.5096
Common Sandpiper,10,2018,Victoria,-38.3889,142.2423
Common Sandpiper,11,2009,Victoria,-37.9849,144.6615
Common Sandpiper,1,2017,Victoria,-37.9028,144.7793
Common Sandpiper,4,1976,Victoria,-38.3984,145.2846
Common Sandpiper,10,1992,Victoria,-35.1652,141.8155
Common Sandpiper,10,2017,Victoria,-38.561,142.0944
Common Sandpiper,1,2000,Victoria,-37.9653,147.0029
Common Sandpiper,1,2017,Victoria,-37.8265,144.8965
Common Sandpiper,1,2019,Victoria,-38.4957,145.4357
Common Sandpiper,1,2001,Victoria,-38.0537,141.011
Common Sandpiper,1,2019,Victoria,-38.3085,145.1976
Common Sandpiper,1,2019,Victoria,-38.605,146.8878
