SpeciesName,month,year,stateProvince,decimalLatitude,decimalLongitude
Common Sandpiper,,,Queensland,-25.10675,151.988561
Common Sandpiper,9,1985,Queensland,-26.398406,153.05939
Common Sandpiper,12,1997,Queensland,-19.181667,146.683333
Common Sandpiper,12,1978,Queensland,-13.965986,143.616782
Common Sandpiper,9,1990,Queensland,-27.556743,152.126082
Common Sandpiper,9,1991,Queensland,-27.098404,153.167728
Common Sandpiper,12,2008,Queensland,-10.982778,142.100278
Common Sandpiper,,,Queensland,-23.498414,151.767727
Common Sandpiper,12,1995,Queensland,-22.33391,150.65985
Common Sandpiper,9,1991,Queensland,-26.998404,153.138561
Common Sandpiper,,,Queensland,-23.515078,152.084388
Common Sandpiper,9,1990,Queensland,-19.981788,146.338614
Common Sandpiper,9,1977,Queensland,-23.665088,151.05107
Common Sandpiper,12,1992,Queensland,-27.566389,152.202222
Common Sandpiper,12,2008,Queensland,-10.982778,142.100278
Common Sandpiper,12,1991,Queensland,-27.4975,152.911389
Common Sandpiper,9,1968,Queensland,-23.50809,152.091
Common Sandpiper,9,2004,Queensland,-19.1427,146.7945
Common Sandpiper,6,2007,Queensland,-19.309722,147.404167
Common Sandpiper,,,Queensland,-23.448412,151.917724
Common Sandpiper,,,Queensland,-19.279008,146.833048
Common Sandpiper,12,2008,Queensland,-11.1675,143.015
Common Sandpiper,12,1991,Queensland,-27.4975,152.911389
Common Sandpiper,12,1983,Queensland,-27.373403,153.159397
Common Sandpiper,,,Queensland,-23.898409,152.401053
Common Sandpiper,9,1984,Queensland,-25.898499,139.355412
Common Sandpiper,9,1990,Queensland,-27.656738,152.821905
Common Sandpiper,9,2002,Queensland,-9.381944,142.641389
Common Sandpiper,9,1975,Queensland,-10.606841,141.909455
Common Sandpiper,12,1990,Queensland,-19.998444,148.226088
Common Sandpiper,,,Queensland,-11.4985,142.501121
Common Sandpiper,12,1995,Queensland,-22.51,150.7025
Common Sandpiper,3,1973,Queensland,-27.402569,153.163564
Common Sandpiper,3,1989,Queensland,-19.456782,147.480262
Common Sandpiper,9,1990,Queensland,-27.656738,152.821905
Common Sandpiper,,,Queensland,-27.365084,151.101097
Common Sandpiper,12,1988,Queensland,-23.131757,150.742743
Common Sandpiper,,,Queensland,-17.265,145.584444
Common Sandpiper,12,2005,Queensland,-11.10754,143.01757
Common Sandpiper,,,Queensland,-23.181744,151.901057
Common Sandpiper,3,1989,Queensland,-17.94846,146.159437
Common Sandpiper,,,Queensland,-27.273405,152.984399
Common Sandpiper,,,Queensland,-27.273405,152.984399
Common Sandpiper,,,Queensland,-24.798414,152.434386
Common Sandpiper,3,1994,Queensland,-27.606734,153.359395
Common Sandpiper,12,1982,Queensland,-27.394235,153.438559
Common Sandpiper,3,1989,Queensland,-17.869294,146.105271
Common Sandpiper,,,Queensland,-26.390072,153.105222
Common Sandpiper,,,Queensland,-16.910833,145.767778
Common Sandpiper,9,1986,Queensland,-27.556744,152.09275
Common Sandpiper,9,1986,Queensland,-27.440075,152.438576
Common Sandpiper,12,1997,Queensland,-23.809528,151.160777
Common Sandpiper,,,Queensland,-23.248413,151.784392
Common Sandpiper,9,1990,Queensland,-17.948468,146.159415
Common Sandpiper,,,Queensland,-12.998492,143.501114
Common Sandpiper,9,1991,Queensland,-27.556744,152.09275
Common Sandpiper,3,1998,Queensland,-24.707307,152.267021
Common Sandpiper,,,Queensland,-12.9985,141.601127
Common Sandpiper,3,1999,Queensland,-18.516667,146.316667
Common Sandpiper,12,1978,Queensland,-14.068319,143.685615
Common Sandpiper,,,Queensland,-12.998492,143.851106
Common Sandpiper,3,1995,Queensland,-25.194245,152.605219
Common Sandpiper,3,1989,Queensland,-19.456788,147.484408
Common Sandpiper,,,Queensland,-19.158737,146.857469
Common Sandpiper,,,Queensland,-9.998507,142.501117
Common Sandpiper,12,1983,Queensland,-27.37757,153.159397
Common Sandpiper,6,1992,Queensland,-27.223405,152.992732
Common Sandpiper,3,1984,Queensland,-27.37757,153.159397
Common Sandpiper,3,1991,Queensland,-19.21512,146.703327
Common Sandpiper,6,1992,Queensland,-27.790067,153.342731
Common Sandpiper,9,1995,Queensland,-25.40236,153.174038
Common Sandpiper,12,1932,Queensland,-19.273333,146.834444
Common Sandpiper,,,Queensland,-17.948333,146.159444
Common Sandpiper,1,1983,Queensland,-27.358695,151.100263
Common Sandpiper,,,Queensland,-16.899722,145.748333
Common Sandpiper,3,1988,Queensland,-27.34007,153.092731
Common Sandpiper,3,1988,Queensland,-27.34007,153.109397
Common Sandpiper,3,1984,Queensland,-27.373403,153.159397
Common Sandpiper,12,1978,Queensland,-14.068319,143.685615
Common Sandpiper,12,1927,Queensland,-23.50809,152.091
Common Sandpiper,,,Queensland,-23.931754,151.351065
Common Sandpiper,10,1991,Queensland,-27.4975,152.911389
Common Sandpiper,10,1984,Queensland,-27.077571,153.142728
Common Sandpiper,9,1957,Queensland,-10.573333,142.221944
Common Sandpiper,9,1998,Queensland,-18.516667,146.316667
Common Sandpiper,12,1995,Queensland,-22.498333,150.542778
Common Sandpiper,12,2013,Queensland,-22.5058,150.395
Common Sandpiper,6,1998,Queensland,-19.218056,146.921944
Common Sandpiper,12,1990,Queensland,-11.76823,143.09148
Common Sandpiper,4,1997,Queensland,-27.457284,153.186333
Common Sandpiper,1,1986,Queensland,-27.073405,152.976064
Bar-Tailed Godwit,12,1976,Victoria,-38.3388,145.5166
Bar-Tailed Godwit,12,1976,Victoria,-38.4107,145.2952
Bar-Tailed Godwit,9,1988,Victoria,-38.3388,145.5166
Bar-Tailed Godwit,12,1977,Victoria,-38.4107,145.2952
Bar-Tailed Godwit,9,1983,Victoria,-38.4107,145.2952
Bar-Tailed Godwit,9,1978,Victoria,-38.2902,141.8763
Bar-Tailed Godwit,,,Victoria,-37.9738,147.7259
Bar-Tailed Godwit,6,1972,Victoria,-38.2318,145.4513
Bar-Tailed Godwit,3,1979,Victoria,-38.2485,144.7513
Bar-Tailed Godwit,12,1978,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,6,2012,Victoria,-38.1543,144.42
Bar-Tailed Godwit,12,1906,Victoria,-38.3318,144.8346
Bar-Tailed Godwit,6,1986,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1969,Victoria,-37.6651,150.0012
Bar-Tailed Godwit,9,1983,Victoria,-38.3484,145.5346
Bar-Tailed Godwit,12,1991,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,9,1979,Victoria,-38.2485,144.7513
Bar-Tailed Godwit,12,1981,Victoria,-38.5818,146.7513
Bar-Tailed Godwit,3,1991,Victoria,-37.7787,149.0094
Bar-Tailed Godwit,6,1933,Victoria,-38.3318,144.8346
Bar-Tailed Godwit,9,1990,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1951,Victoria,-37.6651,149.8345
Bar-Tailed Godwit,12,1978,Victoria,-38.2734,145.3263
Bar-Tailed Godwit,9,2005,Victoria,-38.2756,144.7611
Bar-Tailed Godwit,12,2016,Victoria,-38.2631,144.5091
Bar-Tailed Godwit,12,1974,Victoria,-38.3318,144.8346
Bar-Tailed Godwit,9,2016,Victoria,-38.2262,144.685
Bar-Tailed Godwit,,,Victoria,-37.9985,144.8346
Bar-Tailed Godwit,12,1986,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,12,1978,Victoria,-38.4152,142.2513
Bar-Tailed Godwit,12,1981,Victoria,-38.7484,146.7513
Bar-Tailed Godwit,6,1974,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,,,Victoria,-38.4151,145.4179
Bar-Tailed Godwit,,,Victoria,-38.0651,147.7679
Bar-Tailed Godwit,12,2016,Victoria,-38.2631,144.5091
Bar-Tailed Godwit,12,1984,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,9,1985,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,,,Victoria,-35.6651,143.8346
Bar-Tailed Godwit,12,1977,Victoria,-38.2734,145.3263
Bar-Tailed Godwit,3,1999,Victoria,-37.961,147.7657
Bar-Tailed Godwit,6,1974,Victoria,-38.3401,145.5096
Bar-Tailed Godwit,,,Victoria,-37.7484,148.9179
Bar-Tailed Godwit,9,1998,Victoria,-37.558,149.763
Bar-Tailed Godwit,9,1980,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,9,2004,Victoria,-38.6487,145.8159
Bar-Tailed Godwit,6,1984,Victoria,-38.383,145.2705
Bar-Tailed Godwit,,,Victoria,-37.9738,147.7259
Bar-Tailed Godwit,9,1977,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1999,Victoria,-38.0537,141.011
Bar-Tailed Godwit,3,1977,Victoria,-38.4152,142.2513
Bar-Tailed Godwit,12,1987,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,3,1999,Victoria,-37.961,147.7657
Bar-Tailed Godwit,12,1977,Victoria,-38.7485,143.7513
Bar-Tailed Godwit,9,1985,Victoria,-38.383,145.2705
Bar-Tailed Godwit,,,Victoria,-37.9738,147.7259
Bar-Tailed Godwit,9,1998,Victoria,-37.961,147.7657
Bar-Tailed Godwit,6,1950,Victoria,-37.9235,144.8429
Bar-Tailed Godwit,,,Victoria,-35.6651,143.8346
Bar-Tailed Godwit,3,1999,Victoria,-38.3254,145.518
Bar-Tailed Godwit,3,1987,Victoria,-38.2586,144.6759
Bar-Tailed Godwit,9,2013,Victoria,-38.0032,144.6001
Bar-Tailed Godwit,12,1977,Victoria,-38.4151,142.418
Bar-Tailed Godwit,,,Victoria,-37.9738,147.7259
Bar-Tailed Godwit,,,Victoria,-35.5818,143.7513
Bar-Tailed Godwit,3,2007,Victoria,-38.45,145.2833
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,9,1999,Victoria,-37.9628,147.7634
Bar-Tailed Godwit,6,1984,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,2005,Victoria,-38.0545,140.9956
Bar-Tailed Godwit,3,2000,Victoria,-38.6487,145.8159
Bar-Tailed Godwit,,,Victoria,-37.9738,147.7259
Bar-Tailed Godwit,3,2004,Victoria,-38.6487,145.8159
Bar-Tailed Godwit,3,1975,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,6,1979,Victoria,-38.5318,145.3679
Bar-Tailed Godwit,6,1987,Victoria,-38.0401,144.543
Bar-Tailed Godwit,,,Victoria,-37.7484,148.9179
Bar-Tailed Godwit,6,1987,Victoria,-38.2712,144.767
Bar-Tailed Godwit,,,Victoria,-37.9738,147.7259
Bar-Tailed Godwit,12,2004,Victoria,-37.7973,148.5804
Bar-Tailed Godwit,12,1985,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,2014,Victoria,-38.2666,144.5124
Bar-Tailed Godwit,12,1981,Victoria,-38.4152,142.2513
Bar-Tailed Godwit,3,1977,Victoria,-38.4151,142.418
Bar-Tailed Godwit,3,1973,Victoria,-38.7818,146.7513
Bar-Tailed Godwit,3,1974,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,6,2004,Victoria,-37.9612,147.7643
Bar-Tailed Godwit,9,1991,Victoria,-38.3388,145.5166
Bar-Tailed Godwit,9,1978,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,3,2000,Victoria,-38.2637,144.6632
Bar-Tailed Godwit,,,Victoria,-35.5818,143.7513
Bar-Tailed Godwit,6,2013,Victoria,-38.2576,144.676
Bar-Tailed Godwit,12,1998,Victoria,-37.961,147.7657
Bar-Tailed Godwit,9,1987,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,2004,Victoria,-37.9612,147.7643
Bar-Tailed Godwit,,,Victoria,-38.7234,146.6429
Bar-Tailed Godwit,12,1976,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,12,1990,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,9,1976,Victoria,-38.4107,145.2952
Bar-Tailed Godwit,12,1981,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,6,1991,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,6,1999,Victoria,-38.031,144.5191
Bar-Tailed Godwit,,,Victoria,-38.4151,145.4179
Bar-Tailed Godwit,12,1978,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,,,Victoria,-35.5818,143.7513
Bar-Tailed Godwit,,,Victoria,-38.4151,145.4179
Bar-Tailed Godwit,3,2006,Victoria,-38.241,144.4635
Bar-Tailed Godwit,,,Victoria,-37.9151,147.9179
Bar-Tailed Godwit,12,1979,Victoria,-38.0818,145.2513
Bar-Tailed Godwit,12,1992,Victoria,-38.3735,145.5422
Bar-Tailed Godwit,12,1977,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1977,Victoria,-38.2485,144.7513
Bar-Tailed Godwit,9,1977,Victoria,-38.0901,145.1429
Bar-Tailed Godwit,12,2002,Victoria,-37.8471,148.0952
Bar-Tailed Godwit,9,1978,Victoria,-38.4151,142.418
Bar-Tailed Godwit,12,1978,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,7,1978,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1986,Victoria,-38.0046,144.5906
Bar-Tailed Godwit,12,1977,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,12,1975,Victoria,-37.8584,148.0897
Bar-Tailed Godwit,6,2016,Victoria,-38.0545,140.9956
Bar-Tailed Godwit,12,2004,Victoria,-37.8471,148.0952
Bar-Tailed Godwit,3,1989,Victoria,-35.8065,143.8649
Bar-Tailed Godwit,12,1991,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1985,Victoria,-38.0735,140.993
Bar-Tailed Godwit,9,2000,Victoria,-38.6027,142.883
Bar-Tailed Godwit,6,1978,Victoria,-38.2485,141.918
Bar-Tailed Godwit,9,2001,Victoria,-38.0354,144.5155
Bar-Tailed Godwit,,,Victoria,-37.9985,144.8346
Bar-Tailed Godwit,12,1980,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,,,Victoria,-38.4151,145.4179
Bar-Tailed Godwit,12,1986,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1998,Victoria,-38.2221,144.6988
Bar-Tailed Godwit,12,2005,Victoria,-38.3922,142.2478
Bar-Tailed Godwit,3,2001,Victoria,-38.2243,144.6736
Bar-Tailed Godwit,3,2000,Victoria,-38.342,145.5486
Bar-Tailed Godwit,9,1984,Victoria,-37.8317,149.3345
Bar-Tailed Godwit,9,1976,Victoria,-38.2484,145.4679
Bar-Tailed Godwit,12,1987,Victoria,-38.3388,145.5166
Bar-Tailed Godwit,6,1985,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,,,Victoria,-38.4151,145.4179
Bar-Tailed Godwit,6,1988,Victoria,-38.2813,144.4694
Bar-Tailed Godwit,,,Victoria,-37.9151,147.9179
Bar-Tailed Godwit,12,1974,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1983,Victoria,-38.2712,144.767
Bar-Tailed Godwit,,,Victoria,-37.9151,147.7512
Bar-Tailed Godwit,12,1978,Victoria,-38.2485,144.7513
Bar-Tailed Godwit,6,1974,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,9,1992,Victoria,-38.2603,144.6702
Bar-Tailed Godwit,6,2006,Victoria,-38.2703,144.767
Bar-Tailed Godwit,12,2004,Victoria,-37.8593,148.0818
Bar-Tailed Godwit,3,1975,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,6,1983,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,,,Victoria,-37.9151,147.7512
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,9,1988,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,3,1980,Victoria,-38.4151,145.2513
Bar-Tailed Godwit,12,1991,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,2016,Victoria,-38.2666,144.5124
Bar-Tailed Godwit,3,1976,Victoria,-38.1651,144.668
Bar-Tailed Godwit,3,1988,Victoria,-37.8668,147.6896
Bar-Tailed Godwit,6,1979,Victoria,-38.4151,145.2513
Bar-Tailed Godwit,3,2001,Victoria,-37.9756,147.7248
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,9,1978,Victoria,-38.4151,145.2513
Bar-Tailed Godwit,3,1984,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1982,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,,,Victoria,-37.9985,144.8346
Bar-Tailed Godwit,12,1978,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,12,1981,Victoria,-38.2484,145.4179
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,3,1977,Victoria,-38.4151,145.2513
Bar-Tailed Godwit,9,1984,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,3,2001,Victoria,-37.527,149.7766
Bar-Tailed Godwit,12,2001,Victoria,-38.0399,144.5131
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,3,2000,Victoria,-38.6487,145.8159
Bar-Tailed Godwit,3,2003,Victoria,-38.2712,144.767
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,1,1977,Victoria,-37.5401,149.7929
Bar-Tailed Godwit,9,1978,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1989,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,6,1986,Victoria,-38.0401,144.543
Bar-Tailed Godwit,12,1999,Victoria,-38.0366,144.5292
Bar-Tailed Godwit,12,2002,Victoria,-37.8466,148.0907
Bar-Tailed Godwit,6,2013,Victoria,-38.2295,144.454
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,1,1974,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1981,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1993,Victoria,-36.0108,145.1931
Bar-Tailed Godwit,12,1976,Victoria,-38.1651,144.668
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,9,1977,Victoria,-38.5151,145.3513
Bar-Tailed Godwit,12,1975,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,7,1978,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1987,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1986,Victoria,-37.9238,144.7934
Bar-Tailed Godwit,9,1977,Victoria,-38.4152,141.5847
Bar-Tailed Godwit,12,1978,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,,,Victoria,-37.9151,147.7512
Bar-Tailed Godwit,6,1987,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,6,1950,Victoria,-37.9235,144.8429
Bar-Tailed Godwit,3,1974,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,9,1975,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,,,Victoria,-37.9151,147.7512
Bar-Tailed Godwit,12,2004,Victoria,-37.8471,148.0952
Bar-Tailed Godwit,3,1981,Victoria,-38.2485,144.5846
Bar-Tailed Godwit,12,2001,Victoria,-38.0399,144.5131
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,,,Victoria,-38.4151,145.4179
Bar-Tailed Godwit,12,2000,Victoria,-37.9756,147.7248
Bar-Tailed Godwit,3,1999,Victoria,-38.6642,146.6857
Bar-Tailed Godwit,12,1979,Victoria,-38.2485,144.5846
Bar-Tailed Godwit,12,2005,Victoria,-37.8471,148.0952
Bar-Tailed Godwit,3,2015,Victoria,-38.3673,145.272
Bar-Tailed Godwit,12,1998,Victoria,-38.0514,141.0039
Bar-Tailed Godwit,3,1999,Victoria,-37.5625,149.7609
Bar-Tailed Godwit,6,1979,Victoria,-38.2485,144.7513
Bar-Tailed Godwit,12,1998,Victoria,-38.0483,141.035
Bar-Tailed Godwit,12,1998,Victoria,-37.961,147.7657
Bar-Tailed Godwit,12,1999,Victoria,-38.2597,141.8478
Bar-Tailed Godwit,12,2004,Victoria,-37.8471,148.0952
Bar-Tailed Godwit,6,1988,Victoria,-38.2712,144.767
Bar-Tailed Godwit,12,2005,Victoria,-38.2148,144.7149
Bar-Tailed Godwit,3,2000,Victoria,-38.6482,146.7846
Bar-Tailed Godwit,9,1985,Victoria,-38.381,145.2959
Bar-Tailed Godwit,6,1986,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,12,1998,Victoria,-37.961,147.7657
Bar-Tailed Godwit,12,1991,Victoria,-38.4694,145.4055
Bar-Tailed Godwit,6,1983,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,2005,Victoria,-37.8471,148.0952
Bar-Tailed Godwit,3,1976,Victoria,-37.6651,149.8345
Bar-Tailed Godwit,12,1975,Victoria,-38.2579,145.3217
Bar-Tailed Godwit,9,1983,Victoria,-38.3388,145.5166
Bar-Tailed Godwit,3,1975,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,12,1978,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,9,1978,Victoria,-38.2485,144.7513
Bar-Tailed Godwit,12,1989,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,9,1990,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,,,Victoria,-38.0651,147.7679
Bar-Tailed Godwit,12,1978,Victoria,-38.2579,145.3217
Bar-Tailed Godwit,12,1992,Victoria,-38.3388,145.5166
Bar-Tailed Godwit,9,1986,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,12,1998,Victoria,-37.961,147.7657
Bar-Tailed Godwit,9,1979,Victoria,-38.4151,145.2513
Bar-Tailed Godwit,12,1978,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,6,1990,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1984,Victoria,-38.381,145.2959
Bar-Tailed Godwit,,,Victoria,-37.2484,145.9346
Bar-Tailed Godwit,12,1991,Victoria,-38.3388,145.5166
Bar-Tailed Godwit,3,1997,Victoria,-38.4522,145.3
Bar-Tailed Godwit,12,1976,Victoria,-38.1651,144.668
Bar-Tailed Godwit,9,1977,Victoria,-38.4151,145.2513
Bar-Tailed Godwit,9,1984,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1980,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1998,Victoria,-37.9156,144.7891
Bar-Tailed Godwit,3,2001,Victoria,-38.0144,144.5857
Bar-Tailed Godwit,6,1995,Victoria,-37.5643,149.7621
Bar-Tailed Godwit,12,1988,Victoria,-38.4026,145.2824
Bar-Tailed Godwit,3,2000,Victoria,-38.257,145.3228
Bar-Tailed Godwit,12,1977,Victoria,-37.7484,149.4179
Bar-Tailed Godwit,6,1974,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,9,1986,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1973,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,6,1972,Victoria,-38.2318,145.4513
Bar-Tailed Godwit,12,1979,Victoria,-38.4568,145.2763
Bar-Tailed Godwit,9,1987,Victoria,-38.2712,144.767
Bar-Tailed Godwit,12,2000,Victoria,-38.0591,140.9905
Bar-Tailed Godwit,9,2008,Victoria,-37.8541,144.78
Bar-Tailed Godwit,6,1974,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1979,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,3,1978,Victoria,-38.4651,145.2846
Bar-Tailed Godwit,12,1978,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,6,1986,Victoria,-38.2712,144.767
Bar-Tailed Godwit,9,1999,Victoria,-38.0537,141.011
Bar-Tailed Godwit,9,1975,Victoria,-38.4318,145.3513
Bar-Tailed Godwit,12,1998,Victoria,-37.961,147.7657
Bar-Tailed Godwit,3,1977,Victoria,-38.6901,146.7263
Bar-Tailed Godwit,12,1992,Victoria,-38.2712,144.767
Bar-Tailed Godwit,6,1983,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,12,2016,Victoria,-38.2631,144.5091
Bar-Tailed Godwit,12,2000,Victoria,-38.0537,141.011
Bar-Tailed Godwit,12,1979,Victoria,-38.0818,144.5846
Bar-Tailed Godwit,12,1992,Victoria,-38.2579,145.3217
Bar-Tailed Godwit,6,1998,Victoria,-38.2593,144.6668
Bar-Tailed Godwit,6,1997,Victoria,-38.2712,144.767
Bar-Tailed Godwit,9,1991,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,12,2004,Victoria,-37.8471,148.0952
Bar-Tailed Godwit,12,1980,Victoria,-38.5818,146.9179
Bar-Tailed Godwit,6,1974,Victoria,-38.2734,145.3263
Bar-Tailed Godwit,6,1980,Victoria,-38.2485,144.5846
Bar-Tailed Godwit,10,2000,Victoria,-34.1944,142.1143
Bar-Tailed Godwit,12,2015,Victoria,-38.2393,144.4437
Bar-Tailed Godwit,3,1999,Victoria,-37.961,147.7657
Bar-Tailed Godwit,,,Victoria,-37.9151,147.9179
Bar-Tailed Godwit,,,Victoria,-37.8318,145.0013
Bar-Tailed Godwit,12,1972,Victoria,-37.8317,149.6679
Bar-Tailed Godwit,,,Victoria,-37.9151,148.0846
Bar-Tailed Godwit,9,1981,Victoria,-38.2485,144.5846
Bar-Tailed Godwit,12,2004,Victoria,-37.8863,147.9655
Bar-Tailed Godwit,6,1986,Victoria,-38.4248,145.335
Bar-Tailed Godwit,12,1999,Victoria,-37.881,147.9706
Bar-Tailed Godwit,,,Victoria,-37.5817,149.7512
Bar-Tailed Godwit,1,1950,Victoria,-37.8544,144.8387
Bar-Tailed Godwit,6,1950,Victoria,-37.9235,144.7929
Bar-Tailed Godwit,12,1998,Victoria,-38.0402,141.0031
Bar-Tailed Godwit,,,Victoria,-37.9151,147.9179
Bar-Tailed Godwit,3,1977,Victoria,-38.7068,146.7429
Bar-Tailed Godwit,3,2013,Victoria,-38.2732,144.7671
Bar-Tailed Godwit,12,1973,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,,,Victoria,-37.9151,147.9179
Bar-Tailed Godwit,4,1982,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,9,1981,Victoria,-38.2485,144.5846
Bar-Tailed Godwit,6,1991,Victoria,-38.3651,145.4846
Bar-Tailed Godwit,,,Victoria,-37.9151,147.7512
Bar-Tailed Godwit,12,1978,Victoria,-37.9151,144.7513
Bar-Tailed Godwit,12,2014,Victoria,-38.2676,144.5062
Bar-Tailed Godwit,9,1981,Victoria,-38.4152,142.2513
Bar-Tailed Godwit,6,1977,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,3,1981,Victoria,-37.9751,147.6645
Bar-Tailed Godwit,3,1996,Victoria,-38.0428,147.452
Bar-Tailed Godwit,,,Victoria,-37.9738,147.7259
Bar-Tailed Godwit,3,2005,Victoria,-37.8471,148.0952
Bar-Tailed Godwit,4,1979,Victoria,-38.2318,145.4846
Bar-Tailed Godwit,3,2013,Victoria,-38.2732,144.7671
Bar-Tailed Godwit,,,Victoria,-37.7484,148.9179
Bar-Tailed Godwit,3,1999,Victoria,-37.961,147.7657
Bar-Tailed Godwit,10,1979,Victoria,-38.4214,145.3488
Bar-Tailed Godwit,12,1978,Victoria,-38.2485,144.5846
Bar-Tailed Godwit,,,Victoria,-37.9738,147.7259
Bar-Tailed Godwit,6,1979,Victoria,-38.7484,146.5846
